invoice_id,client_name,client_size,client_industry,invoice_amount,service_type,issue_date,issue_month,issue_quarter,issue_day_of_week,payment_terms_days,project_duration_weeks,invoices_ytd,prior_late_payments,prior_late_rate,has_purchase_order,contact_responsiveness,is_late,days_late,late_payment_probability,risk_flag,risk_tier
INV-00191,Delta Group,enterprise,healthcare,104621.27,reporting_setup,2023-05-17,5,2,Wednesday,30,12,14,8,0.57,0,5,0,0,0.2215,0,low
INV-01066,Ironclad Inc,mid-market,healthcare,18399.0,data_migration,2023-07-31,7,3,Monday,45,1,24,0,0.0,0,1,0,0,0.2212,0,low
INV-00810,Keystone Retail,enterprise,retail,55870.23,reporting_setup,2023-10-23,10,4,Monday,30,6,23,2,0.09,1,2,0,0,0.2211,0,low
INV-00637,Granite Partners,enterprise,finance,142523.04,training,2023-09-15,9,3,Friday,60,6,1,0,0.0,1,2,0,0,0.221,0,low
INV-00319,Acme Corp,enterprise,manufacturing,33847.87,data_migration,2023-09-13,9,3,Wednesday,60,12,23,3,0.13,1,4,0,0,0.2206,0,low
INV-00806,Cedar Solutions,small,technology,1666.55,analytics_consulting,2023-09-18,9,3,Monday,30,3,21,6,0.29,1,5,0,0,0.2203,0,low
INV-00482,Cedar Solutions,small,technology,13144.93,analytics_consulting,2023-07-31,7,3,Monday,30,10,23,8,0.35,0,4,0,0,0.22,0,low
INV-00558,Acme Corp,enterprise,manufacturing,84100.76,process_automation,2023-02-07,2,1,Tuesday,15,2,13,1,0.08,1,5,0,0,0.22,0,low
INV-00764,Falcon Industries,mid-market,manufacturing,29676.51,process_automation,2023-07-21,7,3,Friday,45,9,7,2,0.29,0,5,0,0,0.2198,0,low
INV-01039,Cedar Solutions,small,technology,14441.44,data_migration,2024-01-26,1,1,Friday,15,8,19,8,0.42,0,5,0,0,0.2197,0,low
INV-01904,Ironclad Inc,mid-market,healthcare,41194.74,process_automation,2023-03-11,3,1,Saturday,30,16,7,0,0.0,1,5,0,0,0.2194,0,low
INV-01444,Falcon Industries,mid-market,manufacturing,47844.83,analytics_consulting,2023-05-07,5,2,Sunday,30,3,8,0,0.0,1,5,0,0,0.2191,0,low
INV-01418,Acme Corp,enterprise,manufacturing,50843.99,data_migration,2023-03-23,3,1,Thursday,15,15,5,1,0.2,1,3,0,0,0.219,0,low
INV-00420,Keystone Retail,enterprise,retail,158742.74,training,2024-05-19,5,2,Sunday,15,2,16,5,0.31,1,4,0,0,0.2189,0,low
INV-01692,Delta Group,enterprise,healthcare,76485.19,reporting_setup,2024-03-16,3,1,Saturday,30,5,13,8,0.62,1,5,0,0,0.2188,0,low
INV-00593,Granite Partners,enterprise,finance,187366.98,analytics_consulting,2024-05-26,5,2,Sunday,60,5,1,1,1.0,1,3,0,0,0.2188,0,low
INV-01053,Echo Ventures,small,retail,13980.96,training,2023-09-23,9,3,Saturday,15,9,5,0,0.0,1,5,0,0,0.2187,0,low
INV-01024,Lumen Analytics,mid-market,technology,15098.99,reporting_setup,2024-09-28,9,3,Saturday,45,5,17,3,0.18,1,5,0,0,0.2186,0,low
INV-01040,Ironclad Inc,mid-market,healthcare,49461.63,training,2023-05-05,5,2,Friday,15,15,11,4,0.36,1,5,0,0,0.2183,0,low
INV-01968,Cedar Solutions,small,technology,14106.55,reporting_setup,2024-12-02,12,4,Monday,30,15,24,0,0.0,1,5,0,0,0.2182,0,low
INV-00143,Ironclad Inc,mid-market,healthcare,66766.54,data_migration,2024-07-21,7,3,Sunday,60,2,21,6,0.29,0,3,0,0,0.2179,0,low
INV-01637,Keystone Retail,enterprise,retail,32548.57,data_migration,2024-05-03,5,2,Friday,45,12,8,1,0.12,1,1,0,0,0.2179,0,low
INV-00603,Keystone Retail,enterprise,retail,98002.44,data_migration,2024-04-28,4,2,Sunday,45,16,23,3,0.13,1,3,0,0,0.2173,0,low
INV-00669,Birch Holdings,mid-market,finance,64403.52,process_automation,2024-02-08,2,1,Thursday,15,5,1,0,0.0,0,4,0,0,0.2172,0,low
INV-01894,Ironclad Inc,mid-market,healthcare,41791.43,process_automation,2023-08-19,8,3,Saturday,15,3,5,2,0.4,1,3,0,0,0.2171,0,low
INV-00194,Horizon LLC,small,technology,8428.85,reporting_setup,2023-02-26,2,1,Sunday,30,15,19,0,0.0,0,3,0,0,0.2171,0,low
INV-01223,Keystone Retail,enterprise,retail,71319.07,reporting_setup,2023-07-10,7,3,Monday,30,16,12,5,0.42,1,3,0,0,0.2168,0,low
INV-01222,Birch Holdings,mid-market,finance,30574.72,process_automation,2023-12-08,12,4,Friday,30,10,4,0,0.0,0,3,0,0,0.2168,0,low
INV-00609,Ironclad Inc,mid-market,healthcare,37127.51,analytics_consulting,2023-08-15,8,3,Tuesday,15,3,4,1,0.25,0,4,0,0,0.2164,0,low
INV-01928,Keystone Retail,enterprise,retail,85045.2,reporting_setup,2024-01-23,1,1,Tuesday,15,8,10,2,0.2,1,4,0,0,0.2162,0,low
INV-00504,Delta Group,enterprise,healthcare,25276.66,process_automation,2024-12-26,12,4,Thursday,30,1,15,1,0.07,1,2,0,0,0.2159,0,low
INV-00020,Granite Partners,enterprise,finance,68716.13,process_automation,2023-07-07,7,3,Friday,60,3,15,8,0.53,1,5,0,0,0.2156,0,low
INV-00979,Ironclad Inc,mid-market,healthcare,33678.81,reporting_setup,2023-09-21,9,3,Thursday,45,1,12,4,0.33,0,5,0,0,0.2153,0,low
INV-01965,Acme Corp,enterprise,manufacturing,35667.91,analytics_consulting,2023-08-02,8,3,Wednesday,15,1,18,8,0.44,1,3,0,0,0.2152,0,low
INV-00652,Keystone Retail,enterprise,retail,60013.18,data_migration,2023-05-20,5,2,Saturday,60,10,11,1,0.09,1,2,0,0,0.2151,0,low
INV-00907,Birch Holdings,mid-market,finance,30357.33,reporting_setup,2024-12-10,12,4,Tuesday,60,13,13,2,0.15,1,3,0,0,0.2149,0,low
INV-00677,Granite Partners,enterprise,finance,87205.09,reporting_setup,2023-04-07,4,2,Friday,45,3,17,0,0.0,1,4,0,0,0.2149,0,low
INV-00751,Acme Corp,enterprise,manufacturing,87630.17,data_migration,2024-01-07,1,1,Sunday,15,4,5,2,0.4,1,5,0,0,0.2142,0,low
INV-01041,Delta Group,enterprise,healthcare,65405.87,analytics_consulting,2023-12-03,12,4,Sunday,45,11,24,1,0.04,1,4,0,0,0.2141,0,low
INV-01722,Jade Consulting,small,professional_services,3631.77,data_migration,2024-01-01,1,1,Monday,15,14,23,0,0.0,1,1,0,0,0.2139,0,low
INV-01392,Lumen Analytics,mid-market,technology,72536.82,training,2024-02-18,2,1,Sunday,60,12,20,6,0.3,0,5,0,0,0.2137,0,low
INV-01202,Falcon Industries,mid-market,manufacturing,62454.25,process_automation,2023-07-10,7,3,Monday,45,16,18,7,0.39,0,3,0,0,0.2132,0,low
INV-00685,Echo Ventures,small,retail,8062.36,reporting_setup,2023-02-07,2,1,Tuesday,60,16,8,0,0.0,0,4,0,0,0.2129,0,low
INV-00814,Acme Corp,enterprise,manufacturing,90741.52,analytics_consulting,2023-04-10,4,2,Monday,15,9,16,7,0.44,1,5,0,0,0.2128,0,low
INV-00115,Acme Corp,enterprise,manufacturing,142944.52,analytics_consulting,2023-06-09,6,2,Friday,15,9,15,6,0.4,1,4,0,0,0.2127,0,low
INV-00475,Keystone Retail,enterprise,retail,69704.86,reporting_setup,2023-01-19,1,1,Thursday,15,2,10,3,0.3,1,5,0,0,0.2126,0,low
INV-01290,Delta Group,enterprise,healthcare,92707.67,data_migration,2023-08-04,8,3,Friday,15,7,16,3,0.19,1,4,0,0,0.2126,0,low
INV-01738,Falcon Industries,mid-market,manufacturing,26629.24,analytics_consulting,2024-06-17,6,2,Monday,15,15,1,0,0.0,1,4,0,0,0.2118,0,low
INV-01332,Acme Corp,enterprise,manufacturing,192900.05,data_migration,2024-08-13,8,3,Tuesday,15,9,23,4,0.17,1,2,0,0,0.2114,0,low
INV-00091,Echo Ventures,small,retail,1609.32,reporting_setup,2023-01-23,1,1,Monday,45,2,20,7,0.35,0,3,0,0,0.211,0,low
INV-00825,Lumen Analytics,mid-market,technology,18282.14,training,2023-04-29,4,2,Saturday,45,11,13,0,0.0,1,5,0,0,0.2109,0,low
INV-00595,Echo Ventures,small,retail,7520.63,reporting_setup,2023-01-26,1,1,Thursday,30,3,11,0,0.0,0,2,0,0,0.2107,0,low
INV-00712,Falcon Industries,mid-market,manufacturing,41276.47,data_migration,2023-03-11,3,1,Saturday,60,10,19,7,0.37,0,4,0,0,0.2106,0,low
INV-01927,Jade Consulting,small,professional_services,7865.75,analytics_consulting,2023-02-13,2,1,Monday,30,6,15,0,0.0,0,5,0,0,0.2106,0,low
INV-00748,Delta Group,enterprise,healthcare,141875.52,process_automation,2023-03-12,3,1,Sunday,30,15,20,5,0.25,0,5,0,0,0.2095,0,low
INV-00260,Granite Partners,enterprise,finance,37394.95,analytics_consulting,2024-12-11,12,4,Wednesday,60,13,3,0,0.0,1,3,0,0,0.2092,0,low
INV-01221,Keystone Retail,enterprise,retail,122733.61,analytics_consulting,2023-09-27,9,3,Wednesday,30,11,24,6,0.25,1,2,0,0,0.2091,0,low
INV-01804,Echo Ventures,small,retail,1516.07,data_migration,2024-05-06,5,2,Monday,15,14,18,7,0.39,1,3,0,0,0.2086,0,low
INV-01505,Birch Holdings,mid-market,finance,25885.08,analytics_consulting,2024-07-16,7,3,Tuesday,15,13,11,7,0.64,0,4,0,0,0.2083,0,low
INV-00408,Granite Partners,enterprise,finance,53129.15,training,2023-12-13,12,4,Wednesday,15,1,3,1,0.33,1,5,0,0,0.2082,0,low
INV-01388,Lumen Analytics,mid-market,technology,25967.03,analytics_consulting,2023-07-03,7,3,Monday,30,1,11,2,0.18,0,5,0,0,0.2081,0,low
INV-01491,Acme Corp,enterprise,manufacturing,47009.17,training,2024-10-01,10,4,Tuesday,30,2,9,0,0.0,0,4,0,0,0.2081,0,low
INV-00453,Cedar Solutions,small,technology,11976.22,training,2023-01-20,1,1,Friday,45,8,11,1,0.09,0,5,0,0,0.208,0,low
INV-00727,Delta Group,enterprise,healthcare,179688.03,training,2024-09-17,9,3,Tuesday,45,11,21,4,0.19,0,4,1,85,0.2076,0,low
INV-00294,Delta Group,enterprise,healthcare,117128.49,analytics_consulting,2024-09-08,9,3,Sunday,15,1,11,3,0.27,1,3,0,0,0.2074,0,low
INV-00343,Birch Holdings,mid-market,finance,71713.99,reporting_setup,2024-08-10,8,3,Saturday,30,3,24,1,0.04,0,2,0,0,0.2073,0,low
INV-00532,Keystone Retail,enterprise,retail,49013.55,analytics_consulting,2024-03-23,3,1,Saturday,15,14,15,6,0.4,1,4,0,0,0.207,0,low
INV-01515,Birch Holdings,mid-market,finance,61597.74,process_automation,2023-09-05,9,3,Tuesday,15,15,7,5,0.71,1,4,0,0,0.2067,0,low
INV-01046,Acme Corp,enterprise,manufacturing,48166.11,analytics_consulting,2024-12-07,12,4,Saturday,15,13,14,5,0.36,1,5,0,0,0.2066,0,low
INV-00580,Lumen Analytics,mid-market,technology,35017.15,data_migration,2024-10-10,10,4,Thursday,15,11,17,0,0.0,1,3,0,0,0.2065,0,low
INV-01845,Horizon LLC,small,technology,1658.54,training,2024-06-04,6,2,Tuesday,45,15,1,0,0.0,1,3,0,0,0.2061,0,low
INV-00647,Cedar Solutions,small,technology,12588.43,reporting_setup,2024-01-07,1,1,Sunday,45,1,21,0,0.0,0,1,0,0,0.2057,0,low
INV-01246,Keystone Retail,enterprise,retail,173360.48,training,2024-12-25,12,4,Wednesday,15,3,22,5,0.23,0,5,0,0,0.2057,0,low
INV-01375,Falcon Industries,mid-market,manufacturing,23204.18,analytics_consulting,2023-08-14,8,3,Monday,60,1,6,0,0.0,0,5,0,0,0.2049,0,low
INV-00625,Falcon Industries,mid-market,manufacturing,59411.14,process_automation,2023-06-06,6,2,Tuesday,15,16,15,3,0.2,1,4,0,0,0.2046,0,low
INV-01772,Keystone Retail,enterprise,retail,185956.7,reporting_setup,2023-05-05,5,2,Friday,45,5,4,0,0.0,1,5,0,0,0.2046,0,low
INV-01728,Falcon Industries,mid-market,manufacturing,13856.12,data_migration,2024-02-02,2,1,Friday,15,16,19,0,0.0,0,4,0,0,0.2044,0,low
INV-01089,Granite Partners,enterprise,finance,77947.71,reporting_setup,2024-11-11,11,4,Monday,45,4,8,8,1.0,1,4,0,0,0.2043,0,low
INV-00200,Birch Holdings,mid-market,finance,48856.02,data_migration,2024-08-31,8,3,Saturday,60,2,8,0,0.0,0,2,0,0,0.2043,0,low
INV-00309,Ironclad Inc,mid-market,healthcare,45984.12,training,2024-02-28,2,1,Wednesday,30,13,17,6,0.35,0,4,0,0,0.2043,0,low
INV-01426,Ironclad Inc,mid-market,healthcare,31619.35,data_migration,2024-04-12,4,2,Friday,45,14,19,1,0.05,0,4,0,0,0.204,0,low
INV-00943,Birch Holdings,mid-market,finance,16959.98,training,2024-04-15,4,2,Monday,15,10,9,2,0.22,1,4,0,0,0.204,0,low
INV-01475,Delta Group,enterprise,healthcare,43976.95,analytics_consulting,2023-03-16,3,1,Thursday,60,8,23,2,0.09,1,5,0,0,0.2038,0,low
INV-00809,Echo Ventures,small,retail,1586.67,reporting_setup,2023-08-03,8,3,Thursday,45,6,16,0,0.0,1,4,0,0,0.2036,0,low
INV-00839,Ironclad Inc,mid-market,healthcare,43728.57,reporting_setup,2024-06-26,6,2,Wednesday,15,4,7,1,0.14,1,5,0,0,0.2035,0,low
INV-00417,Ironclad Inc,mid-market,healthcare,26136.74,data_migration,2024-07-02,7,3,Tuesday,45,3,13,5,0.38,1,2,0,0,0.2033,0,low
INV-01178,Granite Partners,enterprise,finance,163274.06,training,2023-02-02,2,1,Thursday,45,16,10,5,0.5,1,1,0,0,0.2032,0,low
INV-01578,Granite Partners,enterprise,finance,50212.67,training,2024-08-23,8,3,Friday,60,8,14,7,0.5,0,4,0,0,0.2031,0,low
INV-01741,Birch Holdings,mid-market,finance,44809.49,reporting_setup,2024-05-30,5,2,Thursday,30,11,18,8,0.44,1,5,0,0,0.2025,0,low
INV-00750,Lumen Analytics,mid-market,technology,25536.24,reporting_setup,2023-08-24,8,3,Thursday,30,11,24,6,0.25,1,2,0,0,0.2023,0,low
INV-00760,Granite Partners,enterprise,finance,180524.06,process_automation,2023-08-12,8,3,Saturday,60,6,12,4,0.33,1,2,0,0,0.2019,0,low
INV-01903,Lumen Analytics,mid-market,technology,37763.06,analytics_consulting,2023-07-25,7,3,Tuesday,30,2,17,7,0.41,0,2,0,0,0.2018,0,low
INV-00707,Ironclad Inc,mid-market,healthcare,51369.97,process_automation,2024-02-09,2,1,Friday,60,15,23,7,0.3,0,4,0,0,0.2017,0,low
INV-01551,Ironclad Inc,mid-market,healthcare,42978.48,training,2024-03-19,3,1,Tuesday,45,10,21,2,0.1,1,5,0,0,0.2017,0,low
INV-00598,Falcon Industries,mid-market,manufacturing,32838.08,process_automation,2023-01-13,1,1,Friday,45,15,18,1,0.06,1,4,0,0,0.2014,0,low
INV-01490,Keystone Retail,enterprise,retail,61385.39,data_migration,2024-04-26,4,2,Friday,60,14,20,8,0.4,1,3,0,0,0.2014,0,low
INV-01050,Lumen Analytics,mid-market,technology,25097.13,process_automation,2024-08-25,8,3,Sunday,15,16,11,0,0.0,0,5,0,0,0.2008,0,low
INV-00526,Keystone Retail,enterprise,retail,111501.65,reporting_setup,2024-09-02,9,3,Monday,45,2,3,1,0.33,1,5,0,0,0.2007,0,low
INV-01365,Keystone Retail,enterprise,retail,188478.15,process_automation,2023-03-06,3,1,Monday,45,10,20,8,0.4,1,3,0,0,0.2006,0,low
INV-00383,Keystone Retail,enterprise,retail,137818.04,data_migration,2024-08-03,8,3,Saturday,60,3,10,1,0.1,1,2,0,0,0.2002,0,low
INV-00560,Jade Consulting,small,professional_services,1693.93,analytics_consulting,2023-02-16,2,1,Thursday,30,2,10,1,0.1,0,2,0,0,0.2002,0,low
INV-00466,Birch Holdings,mid-market,finance,57501.31,process_automation,2024-09-01,9,3,Sunday,15,13,3,0,0.0,0,3,0,0,0.2,0,low
INV-00999,Echo Ventures,small,retail,7763.51,reporting_setup,2024-02-05,2,1,Monday,15,14,5,0,0.0,1,1,0,0,0.1999,0,low
INV-01824,Ironclad Inc,mid-market,healthcare,56199.12,data_migration,2023-01-29,1,1,Sunday,45,5,19,4,0.21,1,5,0,0,0.1998,0,low
INV-01655,Granite Partners,enterprise,finance,170691.7,data_migration,2024-11-30,11,4,Saturday,30,13,7,6,0.86,1,4,0,0,0.1996,0,low
INV-00648,Keystone Retail,enterprise,retail,79121.99,process_automation,2023-09-03,9,3,Sunday,60,12,22,1,0.05,1,2,0,0,0.1995,0,low
INV-01559,Falcon Industries,mid-market,manufacturing,21866.14,process_automation,2024-01-19,1,1,Friday,45,13,15,6,0.4,1,3,0,0,0.1994,0,low
INV-01091,Ironclad Inc,mid-market,healthcare,54548.89,reporting_setup,2024-03-28,3,1,Thursday,45,14,21,5,0.24,1,3,0,0,0.1993,0,low
INV-00404,Granite Partners,enterprise,finance,149101.05,analytics_consulting,2023-09-21,9,3,Thursday,15,1,19,8,0.42,1,1,0,0,0.1987,0,low
INV-00354,Acme Corp,enterprise,manufacturing,180769.41,training,2023-04-04,4,2,Tuesday,45,7,21,7,0.33,0,3,0,0,0.1985,0,low
INV-00480,Acme Corp,enterprise,manufacturing,51548.93,process_automation,2024-07-22,7,3,Monday,30,13,22,2,0.09,1,4,0,0,0.1985,0,low
INV-01331,Horizon LLC,small,technology,2379.63,analytics_consulting,2023-03-06,3,1,Monday,30,13,1,0,0.0,0,4,0,0,0.1974,0,low
INV-00009,Keystone Retail,enterprise,retail,49435.31,analytics_consulting,2024-04-14,4,2,Sunday,45,9,24,6,0.25,0,4,0,0,0.1972,0,low
INV-00024,Keystone Retail,enterprise,retail,189779.32,reporting_setup,2023-08-29,8,3,Tuesday,15,8,19,0,0.0,1,4,0,0,0.1961,0,low
INV-01539,Granite Partners,enterprise,finance,103310.64,analytics_consulting,2023-05-05,5,2,Friday,30,10,10,4,0.4,1,2,0,0,0.196,0,low
INV-00572,Granite Partners,enterprise,finance,150968.71,analytics_consulting,2024-01-18,1,1,Thursday,60,12,9,3,0.33,1,1,0,0,0.1959,0,low
INV-00808,Granite Partners,enterprise,finance,156680.89,process_automation,2024-08-23,8,3,Friday,60,3,4,4,1.0,1,3,0,0,0.1958,0,low
INV-01288,Delta Group,enterprise,healthcare,151543.75,data_migration,2023-03-31,3,1,Friday,15,11,20,1,0.05,1,4,0,0,0.1958,0,low
INV-01250,Ironclad Inc,mid-market,healthcare,35018.59,data_migration,2023-01-29,1,1,Sunday,45,12,18,0,0.0,0,4,0,0,0.1957,0,low
INV-01805,Granite Partners,enterprise,finance,125169.27,reporting_setup,2024-05-23,5,2,Thursday,45,15,10,1,0.1,1,2,0,0,0.1956,0,low
INV-00718,Granite Partners,enterprise,finance,91851.92,training,2023-01-25,1,1,Wednesday,45,3,4,0,0.0,1,3,0,0,0.1956,0,low
INV-00345,Birch Holdings,mid-market,finance,65379.92,data_migration,2023-04-08,4,2,Saturday,15,6,11,5,0.45,0,5,0,0,0.1955,0,low
INV-00747,Ironclad Inc,mid-market,healthcare,25430.18,analytics_consulting,2024-08-23,8,3,Friday,15,2,14,5,0.36,1,2,0,0,0.1954,0,low
INV-00641,Ironclad Inc,mid-market,healthcare,23129.38,reporting_setup,2024-03-22,3,1,Friday,15,9,5,0,0.0,1,3,0,0,0.1953,0,low
INV-00067,Birch Holdings,mid-market,finance,60420.08,reporting_setup,2024-07-25,7,3,Thursday,30,13,15,7,0.47,1,5,0,0,0.1953,0,low
INV-00454,Delta Group,enterprise,healthcare,132281.87,reporting_setup,2024-06-20,6,2,Thursday,30,11,14,5,0.36,1,5,0,0,0.1948,0,low
INV-01929,Echo Ventures,small,retail,1971.99,reporting_setup,2023-03-12,3,1,Sunday,15,4,20,7,0.35,0,3,0,0,0.1946,0,low
INV-00017,Acme Corp,enterprise,manufacturing,36795.06,data_migration,2023-03-14,3,1,Tuesday,30,2,11,1,0.09,1,3,0,0,0.1945,0,low
INV-00509,Delta Group,enterprise,healthcare,36587.28,process_automation,2024-08-14,8,3,Wednesday,45,5,9,0,0.0,1,4,0,0,0.1945,0,low
INV-00575,Delta Group,enterprise,healthcare,73854.9,reporting_setup,2024-08-28,8,3,Wednesday,60,14,24,3,0.12,1,4,0,0,0.1942,0,low
INV-01017,Granite Partners,enterprise,finance,28752.57,process_automation,2024-05-04,5,2,Saturday,30,2,1,0,0.0,1,4,0,0,0.194,0,low
INV-01311,Acme Corp,enterprise,manufacturing,89510.54,reporting_setup,2024-10-29,10,4,Tuesday,15,5,15,6,0.4,1,5,0,0,0.1923,0,low
INV-00214,Keystone Retail,enterprise,retail,118137.18,data_migration,2024-05-14,5,2,Tuesday,15,14,1,0,0.0,1,3,0,0,0.1923,0,low
INV-01122,Ironclad Inc,mid-market,healthcare,73747.74,data_migration,2024-01-09,1,1,Tuesday,30,13,22,1,0.05,1,3,0,0,0.1921,0,low
INV-00459,Delta Group,enterprise,healthcare,155568.97,analytics_consulting,2024-08-06,8,3,Tuesday,60,12,22,7,0.32,1,4,0,0,0.1919,0,low
INV-01810,Delta Group,enterprise,healthcare,185328.9,process_automation,2023-03-22,3,1,Wednesday,45,11,20,6,0.3,1,3,0,0,0.1919,0,low
INV-00659,Delta Group,enterprise,healthcare,89686.6,reporting_setup,2024-09-24,9,3,Tuesday,30,15,3,0,0.0,1,3,0,0,0.1918,0,low
INV-00494,Lumen Analytics,mid-market,technology,34614.11,training,2024-06-07,6,2,Friday,30,13,2,0,0.0,0,5,0,0,0.191,0,low
INV-00681,Birch Holdings,mid-market,finance,22402.14,analytics_consulting,2023-05-09,5,2,Tuesday,15,1,23,3,0.13,0,2,0,0,0.1909,0,low
INV-01373,Cedar Solutions,small,technology,2039.15,reporting_setup,2023-04-09,4,2,Sunday,30,2,1,0,0.0,1,5,0,0,0.1903,0,low
INV-01922,Falcon Industries,mid-market,manufacturing,12776.57,data_migration,2024-07-01,7,3,Monday,15,11,2,0,0.0,1,4,0,0,0.1902,0,low
INV-00916,Falcon Industries,mid-market,manufacturing,14430.52,process_automation,2023-06-23,6,2,Friday,30,12,12,1,0.08,1,4,0,0,0.1901,0,low
INV-00104,Acme Corp,enterprise,manufacturing,47182.75,process_automation,2023-06-28,6,2,Wednesday,15,14,17,1,0.06,1,4,0,0,0.1901,0,low
INV-00341,Granite Partners,enterprise,finance,74473.68,training,2023-04-18,4,2,Tuesday,15,4,16,3,0.19,1,3,0,0,0.1899,0,low
INV-00933,Birch Holdings,mid-market,finance,16738.89,data_migration,2023-04-02,4,2,Sunday,60,4,21,7,0.33,0,1,0,0,0.1899,0,low
INV-01962,Delta Group,enterprise,healthcare,170881.0,training,2024-02-07,2,1,Wednesday,30,11,8,4,0.5,1,5,0,0,0.1897,0,low
INV-01680,Birch Holdings,mid-market,finance,26496.55,reporting_setup,2023-10-08,10,4,Sunday,30,8,2,0,0.0,0,5,0,0,0.1897,0,low
INV-00002,Acme Corp,enterprise,manufacturing,65715.66,data_migration,2023-01-31,1,1,Tuesday,30,1,18,3,0.17,1,5,0,0,0.1897,0,low
INV-00788,Cedar Solutions,small,technology,1661.75,reporting_setup,2023-01-16,1,1,Monday,45,7,15,3,0.2,1,3,0,0,0.1896,0,low
INV-00731,Delta Group,enterprise,healthcare,155050.28,data_migration,2024-03-31,3,1,Sunday,30,9,22,5,0.23,1,5,0,0,0.1893,0,low
INV-01468,Keystone Retail,enterprise,retail,41359.52,reporting_setup,2024-08-25,8,3,Sunday,30,8,20,1,0.05,1,3,0,0,0.1885,0,low
INV-00030,Keystone Retail,enterprise,retail,121544.07,analytics_consulting,2023-09-26,9,3,Tuesday,60,14,18,0,0.0,1,2,0,0,0.1884,0,low
INV-00069,Ironclad Inc,mid-market,healthcare,36553.64,analytics_consulting,2023-03-18,3,1,Saturday,15,16,10,0,0.0,1,3,0,0,0.1881,0,low
INV-01530,Birch Holdings,mid-market,finance,63531.44,analytics_consulting,2023-03-25,3,1,Saturday,45,1,2,0,0.0,1,1,0,0,0.1877,0,low
INV-00209,Falcon Industries,mid-market,manufacturing,36905.46,process_automation,2023-07-28,7,3,Friday,45,8,24,2,0.08,1,5,0,0,0.1876,0,low
INV-01125,Echo Ventures,small,retail,7531.4,reporting_setup,2024-01-01,1,1,Monday,15,10,21,0,0.0,0,3,0,0,0.1868,0,low
INV-00920,Jade Consulting,small,professional_services,6741.01,data_migration,2024-02-13,2,1,Tuesday,30,15,22,1,0.05,1,4,0,0,0.1866,0,low
INV-01394,Granite Partners,enterprise,finance,29178.27,process_automation,2024-01-20,1,1,Saturday,45,16,7,0,0.0,1,2,0,0,0.1865,0,low
INV-00643,Granite Partners,enterprise,finance,190053.37,data_migration,2024-01-08,1,1,Monday,60,5,8,1,0.12,1,5,0,0,0.1864,0,low
INV-00140,Ironclad Inc,mid-market,healthcare,25446.61,data_migration,2024-03-09,3,1,Saturday,45,4,2,0,0.0,0,5,0,0,0.1858,0,low
INV-00171,Granite Partners,enterprise,finance,31809.94,data_migration,2024-05-27,5,2,Monday,15,11,16,8,0.5,1,5,0,0,0.1852,0,low
INV-01823,Keystone Retail,enterprise,retail,65598.37,data_migration,2023-04-21,4,2,Friday,45,15,23,6,0.26,1,4,0,0,0.1847,0,low
INV-00962,Birch Holdings,mid-market,finance,27142.26,process_automation,2023-02-19,2,1,Sunday,15,13,9,2,0.22,0,5,0,0,0.1846,0,low
INV-01940,Acme Corp,enterprise,manufacturing,175912.38,data_migration,2023-09-26,9,3,Tuesday,30,8,3,0,0.0,1,3,0,0,0.1844,0,low
INV-00103,Ironclad Inc,mid-market,healthcare,52968.75,analytics_consulting,2023-09-14,9,3,Thursday,15,1,5,0,0.0,1,2,0,0,0.1841,0,low
INV-00624,Cedar Solutions,small,technology,12709.22,data_migration,2023-01-31,1,1,Tuesday,15,16,22,0,0.0,0,4,0,0,0.184,0,low
INV-00004,Birch Holdings,mid-market,finance,33333.66,reporting_setup,2023-04-05,4,2,Wednesday,15,12,20,4,0.2,0,4,0,0,0.184,0,low
INV-01873,Acme Corp,enterprise,manufacturing,89511.9,reporting_setup,2023-06-04,6,2,Sunday,60,13,18,6,0.33,1,5,0,0,0.1838,0,low
INV-00027,Delta Group,enterprise,healthcare,101682.3,process_automation,2024-01-14,1,1,Sunday,30,10,20,8,0.4,1,5,1,85,0.1831,0,low
INV-01018,Lumen Analytics,mid-market,technology,13389.13,training,2023-01-19,1,1,Thursday,60,13,23,2,0.09,0,4,0,0,0.1828,0,low
INV-01247,Ironclad Inc,mid-market,healthcare,28366.5,reporting_setup,2024-06-18,6,2,Tuesday,30,5,15,3,0.2,1,4,0,0,0.1823,0,low
INV-01119,Keystone Retail,enterprise,retail,166090.06,data_migration,2024-06-13,6,2,Thursday,60,12,22,1,0.05,1,4,0,0,0.1821,0,low
INV-01881,Acme Corp,enterprise,manufacturing,193206.41,reporting_setup,2023-06-17,6,2,Saturday,30,2,13,6,0.46,1,5,0,0,0.1815,0,low
INV-01757,Delta Group,enterprise,healthcare,150523.95,process_automation,2024-12-02,12,4,Monday,30,14,12,0,0.0,1,5,0,0,0.1813,0,low
INV-01019,Birch Holdings,mid-market,finance,32866.29,data_migration,2024-03-24,3,1,Sunday,45,11,14,0,0.0,1,1,0,0,0.1811,0,low
INV-00187,Keystone Retail,enterprise,retail,153908.13,analytics_consulting,2023-09-21,9,3,Thursday,15,10,19,3,0.16,1,4,0,0,0.1811,0,low
INV-01852,Keystone Retail,enterprise,retail,41991.81,training,2024-11-15,11,4,Friday,45,7,24,1,0.04,1,5,0,0,0.181,0,low
