company_size,industry,lead_source,website_visits,pages_per_session,email_opens,email_clicks,content_downloads,webinar_attended,demo_requested,days_since_first_touch,days_since_last_activity,converted
201-500,Retail,Referral,6,11.4,2,2,2,0,0,93,73,0
501-1000,Retail,Event,4,2.1,1,0,3,0,0,20,63,1
51-200,Professional Services,Paid Ads,7,3.9,1,0,2,0,1,41,74,1
501-1000,Technology,Referral,6,11.1,3,0,2,0,0,134,10,0
1-10,Technology,Organic Search,2,8.2,3,0,0,0,0,85,60,0
501-1000,Manufacturing,Organic Search,4,3.1,2,0,1,1,0,171,30,1
1-10,Healthcare,Organic Search,6,7.5,4,1,2,0,1,9,68,0
11-50,Technology,Social Media,7,3.0,5,2,2,0,0,14,45,1
51-200,Technology,Referral,3,10.6,1,0,1,0,0,124,46,0
1-10,Financial Services,Direct,7,1.5,6,1,4,1,0,60,52,1
1-10,Technology,Organic Search,2,6.8,5,2,3,1,1,157,19,1
1-10,Technology,Organic Search,3,1.7,1,1,2,0,0,138,52,1
51-200,Education,Social Media,5,8.6,5,1,2,0,0,5,79,0
201-500,Financial Services,Organic Search,7,11.3,2,0,0,1,0,168,7,0
1-10,Education,Referral,5,10.1,2,0,1,0,0,171,15,1
201-500,Education,Organic Search,8,5.1,4,1,4,0,0,45,3,0
501-1000,Technology,Organic Search,7,3.6,2,2,2,0,0,110,43,1
11-50,Retail,Referral,9,2.3,4,1,0,1,0,115,21,0
1-10,Retail,Referral,10,10.6,3,1,1,0,0,7,53,1
501-1000,Retail,Organic Search,6,1.9,3,2,0,0,1,131,3,0
501-1000,Technology,Paid Ads,6,7.9,3,1,1,0,1,174,9,1
51-200,Technology,Paid Ads,4,5.0,4,0,1,0,0,73,19,0
501-1000,Technology,Organic Search,3,12.0,1,0,2,0,0,177,59,0
1-10,Retail,Direct,9,6.6,3,1,1,0,0,120,5,0
11-50,Education,Social Media,8,7.0,4,0,1,0,0,132,47,1
201-500,Retail,Organic Search,10,11.1,2,2,1,0,1,99,47,1
11-50,Retail,Paid Ads,7,11.7,4,4,2,0,0,124,28,0
201-500,Education,Organic Search,3,7.4,3,0,1,0,0,168,9,0
51-200,Retail,Organic Search,9,9.8,2,2,1,0,0,106,64,0
201-500,Technology,Direct,9,8.0,4,1,5,0,0,97,37,1
51-200,Professional Services,Organic Search,4,5.7,0,0,2,1,0,31,53,1
11-50,Healthcare,Direct,5,1.6,4,1,4,0,1,93,69,1
11-50,Technology,Event,4,8.9,4,1,3,0,0,155,1,1
11-50,Manufacturing,Social Media,6,8.7,3,1,0,0,0,120,69,1
201-500,Education,Referral,5,2.3,3,0,1,0,0,129,7,0
1-10,Financial Services,Paid Ads,6,3.5,7,0,2,0,0,28,50,0
1-10,Manufacturing,Event,9,9.1,5,0,3,1,0,152,8,1
11-50,Technology,Event,3,2.6,1,0,3,0,0,96,2,0
11-50,Technology,Referral,6,8.6,0,0,1,0,0,82,37,1
501-1000,Technology,Organic Search,6,8.9,4,1,2,0,0,10,48,1
11-50,Retail,Organic Search,5,4.9,2,1,4,0,0,160,27,0
1000+,Professional Services,Organic Search,6,3.8,1,0,3,0,1,113,22,1
1-10,Technology,Organic Search,2,5.1,3,0,0,0,1,56,16,0
201-500,Financial Services,Referral,7,5.0,4,0,1,0,0,96,51,1
51-200,Technology,Direct,5,7.7,2,2,2,0,0,163,36,0
11-50,Technology,Social Media,1,9.2,4,1,0,0,0,151,81,0
501-1000,Manufacturing,Social Media,2,10.5,3,0,2,1,0,54,39,0
1000+,Retail,Social Media,3,1.3,4,2,0,0,0,143,53,0
501-1000,Retail,Social Media,3,9.0,6,2,2,1,0,2,86,0
11-50,Healthcare,Paid Ads,5,4.5,4,2,3,0,0,78,84,0
11-50,Manufacturing,Event,4,10.2,5,1,1,0,1,99,44,1
201-500,Technology,Paid Ads,8,1.8,1,0,2,0,0,118,18,0
11-50,Technology,Direct,5,7.1,2,1,0,1,0,1,35,1
201-500,Education,Organic Search,5,7.0,4,0,0,0,1,55,24,1
51-200,Professional Services,Social Media,3,4.6,0,0,0,0,1,47,43,1
51-200,Education,Referral,4,11.7,5,3,1,0,0,70,13,0
501-1000,Education,Paid Ads,2,2.2,6,1,1,1,0,124,36,0
201-500,Retail,Paid Ads,4,2.5,3,1,2,0,0,14,7,0
1-10,Education,Organic Search,4,8.1,3,0,2,1,0,135,87,0
1-10,Healthcare,Event,4,6.7,3,2,0,1,0,19,0,0
51-200,Technology,Paid Ads,5,3.9,5,1,3,0,0,91,79,0
51-200,Technology,Referral,3,4.3,6,1,1,1,0,147,83,1
11-50,Technology,Event,5,2.7,3,2,0,0,1,158,86,0
51-200,Technology,Referral,6,10.5,3,1,1,0,1,174,40,0
201-500,Healthcare,Direct,3,7.3,2,1,2,0,0,78,69,0
501-1000,Retail,Organic Search,6,3.7,3,1,1,1,0,88,84,0
51-200,Professional Services,Paid Ads,5,5.3,3,3,1,0,1,162,75,0
11-50,Manufacturing,Organic Search,2,11.0,1,0,0,0,0,23,77,0
11-50,Technology,Direct,6,10.8,2,1,2,0,0,163,44,0
51-200,Retail,Event,3,1.8,1,0,1,0,0,16,66,0
11-50,Healthcare,Event,4,8.2,4,1,0,0,0,17,18,0
51-200,Technology,Referral,2,2.7,3,1,4,0,0,9,82,0
201-500,Financial Services,Organic Search,3,3.3,3,1,1,0,0,42,42,0
1-10,Financial Services,Paid Ads,4,10.5,2,0,2,0,1,158,23,0
1-10,Financial Services,Referral,6,10.8,2,1,2,0,1,38,26,0
11-50,Professional Services,Organic Search,13,1.9,4,0,2,1,0,80,77,1
501-1000,Professional Services,Social Media,2,10.6,3,3,3,0,0,145,17,0
51-200,Retail,Direct,4,9.0,4,0,2,0,0,158,61,0
11-50,Technology,Paid Ads,2,9.5,1,1,1,1,0,79,24,0
501-1000,Professional Services,Social Media,6,9.7,1,1,1,0,0,65,53,0
51-200,Retail,Referral,5,6.6,0,0,0,1,0,84,48,0
51-200,Technology,Organic Search,4,11.4,0,0,1,0,0,106,55,0
1000+,Retail,Paid Ads,5,3.2,3,1,1,0,0,58,20,1
1-10,Manufacturing,Referral,5,6.6,8,1,2,0,0,121,81,0
11-50,Healthcare,Social Media,4,4.5,3,0,0,1,0,145,79,0
51-200,Technology,Paid Ads,3,10.0,2,1,1,0,0,9,83,1
11-50,Manufacturing,Organic Search,5,1.9,2,0,0,0,0,148,44,0
201-500,Technology,Organic Search,7,5.8,3,0,1,0,0,123,15,1
11-50,Technology,Social Media,3,9.5,1,0,2,1,0,11,49,0
1-10,Technology,Paid Ads,4,4.4,2,0,1,0,0,144,7,0
11-50,Education,Social Media,5,3.6,3,0,2,0,0,89,63,0
51-200,Financial Services,Organic Search,3,3.9,1,0,1,0,0,4,24,0
11-50,Healthcare,Event,8,8.8,6,1,1,0,0,15,17,0
1-10,Financial Services,Paid Ads,6,4.2,2,1,1,0,0,11,72,0
501-1000,Professional Services,Organic Search,4,5.4,3,1,0,1,0,73,59,0
11-50,Manufacturing,Referral,9,7.0,2,0,0,0,0,94,8,0
11-50,Education,Social Media,3,11.3,4,1,6,0,0,44,78,0
1-10,Financial Services,Direct,4,9.7,1,0,1,1,0,174,59,0
11-50,Technology,Direct,1,3.0,3,1,0,1,1,6,24,0
11-50,Manufacturing,Referral,8,10.7,3,1,2,1,0,175,35,1
51-200,Financial Services,Social Media,2,10.3,3,0,1,0,1,28,41,0
11-50,Professional Services,Referral,2,9.2,3,2,4,1,0,20,82,0
501-1000,Professional Services,Referral,6,6.7,5,0,2,0,0,89,49,1
1000+,Manufacturing,Organic Search,2,1.8,3,2,1,1,0,137,73,0
1-10,Education,Social Media,2,8.8,3,2,2,0,0,119,2,0
1-10,Manufacturing,Direct,7,6.7,3,2,0,0,0,143,45,0
1-10,Financial Services,Organic Search,4,4.4,1,0,1,0,0,82,7,0
51-200,Manufacturing,Paid Ads,1,1.1,2,0,1,0,0,157,34,0
1-10,Technology,Organic Search,1,3.5,4,0,1,1,0,137,49,0
501-1000,Professional Services,Paid Ads,7,7.7,6,3,1,1,0,8,75,1
201-500,Technology,Referral,6,2.2,3,0,0,0,1,90,24,0
501-1000,Financial Services,Paid Ads,1,8.2,5,0,4,1,0,175,21,0
51-200,Manufacturing,Referral,2,10.0,3,1,1,1,0,131,76,0
1000+,Technology,Event,8,4.5,5,0,1,0,0,148,48,1
1-10,Technology,Organic Search,1,1.9,5,2,2,0,0,129,65,0
51-200,Retail,Event,5,2.5,2,1,0,0,0,109,83,0
11-50,Technology,Event,5,4.9,1,1,1,0,0,60,4,0
1000+,Manufacturing,Referral,3,9.9,5,1,2,0,0,12,54,1
51-200,Financial Services,Paid Ads,7,8.0,1,1,0,1,1,54,6,0
501-1000,Financial Services,Direct,2,10.5,3,1,1,0,0,43,83,0
11-50,Technology,Paid Ads,6,11.9,2,1,1,0,0,130,39,0
1000+,Professional Services,Organic Search,6,3.2,4,1,2,0,0,63,39,0
51-200,Education,Organic Search,4,8.6,0,0,1,0,0,64,17,0
51-200,Technology,Direct,8,6.1,1,1,1,1,0,154,56,1
1000+,Education,Organic Search,3,6.4,1,0,2,0,0,36,48,0
11-50,Manufacturing,Paid Ads,8,4.6,3,1,3,1,0,137,84,0
11-50,Retail,Social Media,6,4.8,3,1,1,0,1,64,0,0
51-200,Retail,Referral,5,8.4,3,1,1,0,0,169,66,1
1-10,Retail,Social Media,5,7.8,3,0,1,0,0,171,86,0
11-50,Professional Services,Paid Ads,4,4.5,2,2,1,0,0,76,81,0
11-50,Manufacturing,Social Media,4,2.3,6,2,0,0,1,140,56,0
1-10,Manufacturing,Organic Search,3,7.4,1,0,1,0,0,165,74,0
501-1000,Financial Services,Paid Ads,0,9.1,3,1,0,0,0,108,3,1
51-200,Technology,Organic Search,4,7.1,2,0,0,1,0,161,7,1
11-50,Retail,Referral,3,1.0,4,0,2,1,0,123,62,0
51-200,Technology,Organic Search,6,4.1,5,0,1,0,0,4,23,1
51-200,Financial Services,Referral,6,9.6,2,2,0,1,1,109,63,1
51-200,Technology,Organic Search,8,9.2,2,2,1,1,0,43,66,0
1000+,Technology,Paid Ads,5,1.1,3,1,3,0,0,106,60,1
1000+,Retail,Organic Search,6,6.2,1,0,1,0,0,144,80,1
11-50,Retail,Paid Ads,6,5.8,5,2,1,0,0,36,19,0
11-50,Healthcare,Event,8,8.2,1,0,2,1,0,120,72,0
51-200,Technology,Paid Ads,3,2.4,4,1,0,0,0,97,72,1
51-200,Healthcare,Social Media,5,7.8,4,2,0,1,0,40,28,0
51-200,Healthcare,Paid Ads,8,11.4,5,2,0,0,0,136,18,0
201-500,Retail,Organic Search,4,5.1,2,1,0,0,0,140,55,0
51-200,Manufacturing,Paid Ads,9,4.7,3,2,2,1,0,2,79,0
11-50,Manufacturing,Paid Ads,4,1.3,2,2,0,0,0,57,59,0
11-50,Manufacturing,Social Media,2,1.6,7,1,1,1,0,14,10,0
11-50,Education,Organic Search,7,11.2,3,0,1,0,0,108,39,1
1-10,Professional Services,Direct,3,11.7,5,2,0,0,0,158,35,0
11-50,Manufacturing,Social Media,4,1.1,3,1,0,0,0,168,52,0
201-500,Manufacturing,Paid Ads,8,10.9,2,2,0,0,0,71,52,0
11-50,Technology,Direct,7,2.9,2,1,4,0,0,43,88,0
11-50,Education,Organic Search,4,7.2,4,1,1,0,0,57,75,1
51-200,Financial Services,Event,8,8.5,8,0,1,0,0,10,49,0
201-500,Financial Services,Paid Ads,2,4.9,7,2,1,0,0,63,12,1
11-50,Education,Referral,4,6.8,3,2,0,0,1,119,17,1
501-1000,Retail,Organic Search,5,7.9,6,0,1,0,0,4,15,1
1000+,Technology,Event,1,3.1,1,1,2,0,0,131,45,0
51-200,Technology,Paid Ads,3,11.9,4,1,2,1,0,152,13,1
201-500,Technology,Referral,4,3.2,5,1,2,0,0,56,15,1
1-10,Manufacturing,Direct,7,1.1,4,2,5,0,0,138,13,1
1000+,Technology,Organic Search,5,11.4,3,0,2,0,0,84,61,0
11-50,Education,Direct,8,5.7,0,0,3,1,0,177,25,0
1000+,Education,Referral,9,5.4,1,1,0,0,0,90,81,0
51-200,Manufacturing,Event,7,4.0,1,1,3,0,0,108,44,0
1-10,Retail,Referral,2,1.3,3,1,1,1,0,147,60,0
1-10,Financial Services,Event,4,3.9,3,0,2,1,0,50,47,0
201-500,Technology,Direct,4,5.3,4,2,2,1,0,125,78,0
51-200,Retail,Paid Ads,8,6.7,3,0,2,0,0,153,11,0
1-10,Technology,Social Media,2,6.0,3,1,2,0,0,49,65,0
201-500,Technology,Direct,4,10.7,3,1,2,0,0,145,52,0
501-1000,Financial Services,Event,10,11.0,2,1,0,0,1,49,39,1
51-200,Technology,Direct,2,4.5,2,1,1,0,0,110,62,1
51-200,Healthcare,Social Media,2,11.6,0,0,2,0,0,59,48,0
1-10,Retail,Paid Ads,3,10.5,4,1,1,0,0,113,56,0
201-500,Professional Services,Event,6,11.2,2,1,2,0,0,27,47,0
11-50,Retail,Social Media,4,8.8,4,4,0,0,0,145,10,1
501-1000,Professional Services,Organic Search,4,3.2,1,0,0,0,0,25,35,0
11-50,Healthcare,Organic Search,3,3.1,3,0,1,1,0,60,87,0
51-200,Professional Services,Paid Ads,4,11.0,2,1,1,0,0,147,8,0
11-50,Manufacturing,Social Media,9,6.6,3,2,3,0,0,18,20,0
11-50,Financial Services,Event,11,10.8,2,0,0,1,0,149,63,0
201-500,Education,Event,8,8.9,1,1,2,0,0,72,13,0
51-200,Financial Services,Organic Search,8,3.3,1,1,3,1,0,47,4,1
51-200,Technology,Organic Search,4,5.2,4,2,1,1,0,149,68,0
1000+,Financial Services,Paid Ads,7,11.6,8,0,1,1,1,153,18,1
1000+,Healthcare,Social Media,4,1.2,2,1,1,0,0,155,19,0
501-1000,Healthcare,Event,3,8.9,4,3,2,0,0,103,40,1
11-50,Manufacturing,Direct,5,11.8,4,3,2,0,0,36,76,0
51-200,Professional Services,Organic Search,4,2.1,0,0,1,1,1,128,88,1
501-1000,Financial Services,Event,5,4.0,1,1,1,0,0,126,23,1
11-50,Manufacturing,Social Media,3,7.0,4,1,1,0,0,158,27,0
1-10,Financial Services,Direct,7,10.3,2,1,1,1,0,132,46,1
501-1000,Professional Services,Event,5,6.6,3,3,0,0,0,56,71,1
51-200,Technology,Referral,3,1.7,3,1,3,0,0,81,6,0
51-200,Technology,Event,6,2.4,0,0,0,1,0,119,37,0
1000+,Manufacturing,Paid Ads,3,5.1,4,0,4,0,0,140,9,0
51-200,Retail,Event,6,4.5,7,1,2,0,0,56,19,1
51-200,Professional Services,Event,4,3.4,0,0,0,0,0,47,56,1
11-50,Manufacturing,Direct,5,10.2,3,0,3,0,0,162,2,0
51-200,Professional Services,Organic Search,6,1.3,0,0,1,0,0,178,77,0
1-10,Healthcare,Event,3,10.1,4,0,2,1,0,54,7,0
201-500,Technology,Organic Search,6,11.1,0,0,0,0,0,12,74,0
501-1000,Technology,Event,5,7.9,1,1,2,0,0,112,37,0
11-50,Technology,Direct,6,7.9,3,1,3,1,0,3,50,1
11-50,Financial Services,Organic Search,3,2.6,2,0,2,1,0,35,36,0
501-1000,Manufacturing,Social Media,4,7.3,3,0,5,0,0,95,33,0
1-10,Healthcare,Social Media,8,5.1,3,1,0,1,0,67,56,0
51-200,Manufacturing,Event,5,3.5,2,1,2,0,1,9,28,1
51-200,Manufacturing,Organic Search,5,7.4,3,2,2,0,1,63,5,0
201-500,Retail,Direct,5,1.0,0,0,0,1,1,121,1,1
11-50,Retail,Direct,6,4.0,3,1,0,0,0,135,25,0
201-500,Financial Services,Social Media,1,8.2,3,0,1,0,0,135,19,0
11-50,Financial Services,Paid Ads,5,6.0,5,1,5,1,0,52,2,0
51-200,Manufacturing,Social Media,3,2.6,4,1,0,0,0,119,8,1
1-10,Manufacturing,Organic Search,8,1.0,3,0,1,0,0,59,78,0
51-200,Financial Services,Event,7,4.0,1,1,0,0,0,117,44,0
51-200,Financial Services,Organic Search,7,7.0,2,1,0,0,0,2,35,0
11-50,Retail,Paid Ads,3,6.9,5,2,1,0,0,74,82,0
1-10,Retail,Organic Search,5,2.4,2,1,2,0,1,57,52,0
11-50,Technology,Social Media,5,7.8,2,0,0,0,0,120,11,0
11-50,Healthcare,Referral,3,12.0,2,2,1,0,0,49,63,0
1-10,Professional Services,Social Media,4,7.4,2,1,2,0,0,54,63,0
1000+,Technology,Organic Search,8,6.8,3,1,2,0,0,98,24,0
51-200,Professional Services,Paid Ads,7,7.8,5,0,0,0,1,118,60,0
501-1000,Technology,Paid Ads,2,10.7,4,1,1,0,0,72,12,0
1000+,Manufacturing,Social Media,3,11.4,1,1,1,0,0,160,89,1
1-10,Healthcare,Organic Search,2,1.5,1,1,0,1,0,176,52,0
201-500,Technology,Social Media,9,3.3,4,0,2,0,0,109,25,0
501-1000,Education,Paid Ads,4,2.3,5,0,3,0,0,98,81,0
51-200,Healthcare,Direct,5,9.5,7,1,2,1,1,94,45,1
51-200,Education,Paid Ads,7,1.5,0,0,0,0,0,14,80,0
51-200,Financial Services,Organic Search,1,10.9,8,0,0,0,0,74,8,0
1-10,Professional Services,Organic Search,5,1.2,3,0,2,0,0,145,27,1
51-200,Education,Paid Ads,9,7.6,3,1,0,0,0,125,38,0
1000+,Manufacturing,Organic Search,6,4.0,3,2,0,0,0,10,23,0
1000+,Financial Services,Event,2,6.2,3,1,1,0,0,25,46,0
1-10,Retail,Social Media,3,5.9,2,1,1,1,0,150,31,0
201-500,Manufacturing,Organic Search,5,9.2,0,0,2,0,0,132,79,0
11-50,Education,Direct,3,6.5,1,1,3,0,0,73,22,0
1000+,Healthcare,Organic Search,1,5.6,5,0,1,0,0,169,17,0
1-10,Financial Services,Event,3,9.0,2,0,4,1,0,12,86,1
1000+,Technology,Organic Search,6,11.2,2,0,2,1,0,137,64,0
501-1000,Retail,Paid Ads,8,9.7,2,1,2,0,0,175,3,0
1-10,Education,Event,7,9.1,0,0,1,0,0,79,76,0
1-10,Technology,Paid Ads,2,6.4,3,3,2,0,0,89,17,0
501-1000,Retail,Organic Search,8,10.9,3,0,0,1,1,39,61,1
11-50,Education,Event,7,6.3,3,1,1,1,0,154,2,1
51-200,Technology,Social Media,5,11.2,6,0,1,0,0,130,23,1
1000+,Technology,Direct,3,9.8,2,1,2,0,0,76,76,0
51-200,Retail,Social Media,5,2.7,4,0,4,1,0,42,2,0
11-50,Retail,Organic Search,2,1.5,8,1,2,1,0,83,42,0
51-200,Technology,Social Media,8,9.1,1,0,2,0,0,81,35,0
1-10,Professional Services,Event,3,8.5,3,0,2,0,0,65,20,0
1000+,Manufacturing,Organic Search,7,7.6,1,0,1,0,0,151,10,0
11-50,Education,Organic Search,4,11.7,2,1,0,0,0,67,35,0
11-50,Professional Services,Social Media,8,7.0,3,0,1,1,0,21,32,0
11-50,Professional Services,Event,1,4.8,4,2,1,0,0,143,9,1
1000+,Manufacturing,Paid Ads,2,7.2,2,2,2,1,0,131,64,0
1-10,Financial Services,Social Media,8,1.3,4,1,0,0,0,6,9,0
501-1000,Manufacturing,Organic Search,7,7.4,1,1,1,0,0,125,34,0
201-500,Technology,Paid Ads,2,10.9,4,0,3,0,0,88,85,0
501-1000,Retail,Social Media,6,1.0,6,0,2,0,0,121,33,1
1000+,Technology,Organic Search,13,10.3,1,1,2,0,0,48,62,1
501-1000,Manufacturing,Paid Ads,4,9.8,4,1,1,0,0,32,41,0
1000+,Technology,Social Media,1,2.2,1,1,0,0,0,100,57,1
1-10,Financial Services,Paid Ads,5,10.3,5,0,2,1,0,10,70,1
201-500,Financial Services,Direct,5,9.4,1,0,3,0,0,39,42,0
51-200,Retail,Direct,2,6.4,1,0,1,0,0,8,58,0
51-200,Professional Services,Social Media,5,3.7,3,0,1,1,1,63,44,0
501-1000,Technology,Event,10,4.2,6,0,1,0,0,163,28,0
1000+,Professional Services,Direct,5,7.7,3,1,0,0,0,96,69,0
201-500,Professional Services,Social Media,4,3.7,4,0,1,1,0,133,35,0
51-200,Financial Services,Event,4,4.6,2,2,1,0,0,133,4,1
51-200,Retail,Organic Search,4,11.2,2,1,0,0,0,23,24,0
11-50,Healthcare,Event,7,9.0,6,3,3,0,0,170,60,0
11-50,Technology,Paid Ads,4,9.1,1,1,1,0,0,28,59,0
11-50,Manufacturing,Organic Search,7,11.5,5,2,2,0,0,44,49,0
1-10,Technology,Referral,3,1.1,4,0,3,0,0,118,40,0
1-10,Professional Services,Organic Search,6,3.7,1,1,1,0,1,87,27,0
201-500,Education,Organic Search,0,8.2,3,1,1,0,0,39,4,0
51-200,Professional Services,Social Media,6,5.8,4,0,1,0,0,63,19,0
1000+,Manufacturing,Organic Search,3,2.2,3,2,2,1,0,74,89,1
51-200,Manufacturing,Direct,5,9.6,3,0,1,1,0,109,77,0
1-10,Education,Direct,4,1.5,1,0,1,1,0,142,7,0
11-50,Financial Services,Social Media,7,7.0,5,0,1,0,0,66,83,0
11-50,Technology,Paid Ads,6,7.2,2,2,1,0,0,71,69,0
1000+,Manufacturing,Referral,3,8.0,3,1,3,0,1,18,8,1
11-50,Financial Services,Organic Search,5,4.5,2,1,1,0,1,171,37,0
51-200,Financial Services,Social Media,6,1.3,3,1,2,0,1,110,15,0
1000+,Technology,Paid Ads,7,10.8,2,0,1,0,0,47,64,0
1000+,Manufacturing,Referral,6,11.2,1,1,1,0,0,7,60,1
11-50,Financial Services,Organic Search,5,6.3,1,1,1,0,1,170,19,0
1-10,Technology,Direct,5,1.2,2,1,0,0,0,8,69,0
11-50,Technology,Organic Search,11,7.4,2,2,3,0,0,33,26,1
1-10,Healthcare,Paid Ads,7,4.5,4,0,1,0,0,159,44,0
11-50,Professional Services,Paid Ads,4,3.0,2,0,4,1,0,61,10,1
51-200,Financial Services,Referral,10,2.9,1,1,4,1,0,156,83,1
1000+,Retail,Direct,6,3.0,1,1,2,1,0,99,16,0
51-200,Professional Services,Organic Search,1,4.6,4,1,4,1,0,101,78,1
51-200,Financial Services,Organic Search,6,4.1,2,2,0,0,0,167,76,1
11-50,Professional Services,Organic Search,4,10.2,3,0,0,0,1,4,11,0
501-1000,Retail,Referral,3,6.4,2,1,4,0,1,63,10,1
51-200,Manufacturing,Social Media,6,5.7,3,1,2,1,0,62,12,0
501-1000,Technology,Event,6,2.6,2,1,1,0,0,132,75,0
1000+,Technology,Event,6,10.6,4,0,0,0,0,62,7,0
11-50,Education,Organic Search,2,1.6,2,1,1,1,0,158,54,0
1-10,Professional Services,Direct,5,3.6,5,1,1,0,0,130,78,0
11-50,Education,Event,3,7.8,2,0,1,0,0,163,26,0
51-200,Education,Social Media,4,8.7,0,0,3,0,0,146,50,0
1000+,Technology,Paid Ads,10,9.8,5,1,0,0,0,134,7,0
11-50,Professional Services,Social Media,5,5.5,4,1,1,0,0,64,84,0
201-500,Healthcare,Social Media,5,4.8,2,0,1,1,0,131,54,0
51-200,Professional Services,Paid Ads,5,4.2,2,2,2,0,0,76,65,0
11-50,Technology,Organic Search,1,7.2,3,1,4,1,0,62,22,1
11-50,Financial Services,Referral,5,4.8,5,2,2,0,1,41,65,1
201-500,Professional Services,Referral,7,4.6,6,1,3,0,0,161,56,0
201-500,Professional Services,Organic Search,6,1.2,5,0,2,0,0,131,11,0
51-200,Retail,Direct,5,11.4,7,0,3,0,0,9,51,0
11-50,Financial Services,Organic Search,6,1.7,2,0,0,1,0,63,9,0
201-500,Financial Services,Paid Ads,6,4.0,4,0,2,0,0,104,60,0
11-50,Education,Paid Ads,2,11.1,2,0,2,0,0,127,83,0
1000+,Healthcare,Social Media,4,9.1,5,0,0,0,0,55,77,0
11-50,Healthcare,Organic Search,3,7.4,1,0,2,1,0,127,43,1
1-10,Manufacturing,Social Media,1,8.3,1,0,1,0,0,49,79,0
51-200,Healthcare,Paid Ads,6,2.1,5,0,1,0,0,28,89,0
51-200,Manufacturing,Organic Search,6,9.9,7,2,3,0,0,16,41,1
51-200,Healthcare,Organic Search,1,3.8,3,1,0,0,0,159,29,1
51-200,Professional Services,Paid Ads,3,11.5,4,0,1,0,0,118,16,1
1000+,Education,Paid Ads,5,3.5,8,1,1,0,0,148,55,1
51-200,Education,Organic Search,8,7.9,4,1,2,0,0,96,34,0
51-200,Manufacturing,Referral,5,7.0,2,1,2,0,0,105,51,1
51-200,Healthcare,Referral,3,2.6,2,0,3,0,0,53,85,0
1-10,Retail,Direct,6,5.0,2,2,1,0,1,16,6,0
51-200,Professional Services,Social Media,3,9.6,1,0,0,0,0,129,26,0
11-50,Manufacturing,Organic Search,4,3.3,1,1,1,0,0,30,46,0
51-200,Retail,Referral,6,11.6,4,1,0,1,0,157,65,0
1-10,Retail,Organic Search,4,4.3,2,0,0,0,0,17,83,0
1000+,Retail,Referral,5,7.9,6,0,3,0,0,175,78,1
51-200,Retail,Paid Ads,5,7.8,3,1,1,0,0,83,40,0
501-1000,Financial Services,Direct,5,6.2,3,0,0,0,0,51,49,0
51-200,Manufacturing,Referral,3,8.2,2,0,1,0,0,48,42,0
1-10,Manufacturing,Event,6,9.2,5,1,3,0,0,122,9,0
501-1000,Technology,Referral,6,7.8,3,2,1,1,1,149,63,1
51-200,Professional Services,Paid Ads,6,7.2,6,1,1,0,0,86,73,0
201-500,Retail,Organic Search,6,7.7,3,0,2,0,0,79,70,0
51-200,Technology,Organic Search,8,5.4,3,0,3,1,0,158,32,0
51-200,Professional Services,Event,4,1.8,2,2,1,0,0,81,74,0
501-1000,Retail,Direct,7,2.8,6,1,0,0,0,60,19,0
51-200,Professional Services,Paid Ads,4,7.7,4,1,4,0,0,166,40,0
11-50,Healthcare,Referral,5,11.2,3,3,1,0,0,144,22,1
201-500,Professional Services,Paid Ads,6,1.3,3,2,2,0,0,104,39,1
201-500,Healthcare,Referral,7,7.0,4,3,1,0,0,2,83,1
1000+,Manufacturing,Direct,4,3.8,3,0,1,1,0,70,42,0
11-50,Technology,Organic Search,6,7.2,0,0,3,1,0,175,67,0
51-200,Retail,Paid Ads,7,9.2,4,0,2,0,0,177,87,1
501-1000,Retail,Social Media,4,9.1,3,0,1,1,0,121,13,0
51-200,Manufacturing,Paid Ads,1,9.0,2,1,0,0,0,83,83,0
201-500,Manufacturing,Organic Search,5,9.6,3,1,1,1,1,154,10,0
51-200,Professional Services,Paid Ads,5,1.8,2,1,2,0,0,104,56,0
11-50,Retail,Social Media,5,6.6,1,1,5,0,0,11,40,0
201-500,Financial Services,Direct,9,3.9,2,0,1,0,1,69,25,1
1-10,Education,Direct,7,11.1,2,2,1,0,0,58,57,1
11-50,Retail,Referral,5,9.6,4,1,1,1,0,120,81,1
51-200,Education,Event,5,2.2,3,0,4,0,0,40,6,1
201-500,Education,Referral,2,3.7,2,1,2,0,0,139,15,1
501-1000,Education,Referral,3,6.0,3,3,1,1,1,44,45,1
11-50,Professional Services,Organic Search,2,11.6,3,1,2,0,0,113,9,0
1-10,Retail,Paid Ads,0,2.2,4,0,1,0,0,54,28,0
1000+,Technology,Referral,7,7.2,1,1,0,1,0,45,37,1
11-50,Manufacturing,Direct,7,4.8,6,1,2,0,0,127,38,1
11-50,Professional Services,Social Media,4,8.1,4,2,3,0,0,169,61,0
11-50,Manufacturing,Direct,2,8.1,3,1,2,0,1,144,41,1
51-200,Professional Services,Paid Ads,6,3.6,2,1,5,0,0,92,4,1
501-1000,Technology,Organic Search,5,9.6,1,0,2,0,0,164,58,1
201-500,Healthcare,Direct,2,2.0,2,2,2,0,0,148,28,0
201-500,Manufacturing,Paid Ads,9,10.0,2,1,2,0,0,165,0,1
11-50,Healthcare,Referral,6,3.3,3,2,1,0,0,2,70,0
11-50,Technology,Organic Search,4,7.5,4,1,0,0,0,146,38,0
51-200,Technology,Direct,3,4.8,1,0,4,0,0,93,59,1
1-10,Professional Services,Organic Search,6,7.7,2,1,1,0,0,126,58,0
